ID,Isi Berita,Label
62,"Manchester United bakal kehilangan salah satu pemain muda berbakatnya. Dia adalah JJ Gabriel yang ingin meninggalkan klub demi mencari jam terbang.
Nama Gabriel memang melesat musim lalu ketika dia tampil mantap bersama Tim U-18 Setan Merah. Dia membuat 26 gol dan empat assist dari 29 laga yang membuatnya dinobatkan sebagai pesepakbola muda terbaik MU musim lalu.
Dia jadi pemain termuda yang menerima Jimmy Murphy Young Player of The Year. Gabriel juga jadi pemain terbaik Premier League U-18 musim lalu.
Performa itu berlanjut musim ini saat Gabriel bikin lima gol dan dua assist dari tiga pertandingan. Wajar jika Gabriel digadang-gadang bakal jadi bintang masa depan MU.
| Baca juga: Manchester United Masih Percaya Carrick | 
Sayangnya, hal itu bisa gagal terwujud karena Gabriel ingin cabut dari klub. Dikutip The Athletic, Gabriel sudah mengajukan surat pencabutan registrasi dari tim U-18 MU sehingga dia bisa dinyatakan bebas dari kontrak.
Gabriel memang belum mendapat kontrak profesional sehingga dia bisa saja diambil klub lain. Dengan situasi saat ini, maka Gabriel kemungkinan akan mencari klun yang dianggap cocok untuk perkembangan kariernya dan bisa memberinya kesempatan main lebih besar.
Keputusan Gabriel ini mengejutkan MU mengingat tidak ada masalah sama sekali dengan pemain. Bahkan manajer Michael Carrick berencana memasukkan Gabriel ke dalam skuad yang bertemu Brighton & Hove Albion di Babak Ketiga Carabao Cup tengah pekan ini.
Bahkan Gabriel sudah menghapus segala hal soal MU di akun instagramnya, baik foto maupun biografi. Sejumlah klub top Eropa seperti Real Madrid, Barcelona, dan Bayern Munich memang meminatinya.
Awas salah pilih, Gabriel.
(mrp/raw)",sport
63,"Manchester United punya dua laga penting ke depan sebelum jeda internasional. Oleh karenanya, rotasi bakal dilakukan saat bertemu Brighton & Hove Albion.
Duel kontra Brighton terjadi pada Babak Ketiga Carabao Cup 2026/2027, Kamis (17/9/2026) dini hari WIB di Old Trafford. Laga yang wajib dimenangi Setan Merah demi menjaga peluang meraih trofi musim ini.
Namun, laga ini tidak akan mudah sekalipun MU bermain di kandang. Sebab mereka masih tidak konsisten penampilannya karena baru menang dua kali dari lima pertandingan di seluruh ajang, termasuk satu kemenangan dari empat laga Premier League.
Situasi ini diperparah dengan jadwal padat sehingga manajer Michael Carrick tidak punya banyak waktu melakukan eksperimen untuk skuadnya. Sebab setelah ini MU harus menghadapi Fulham di kandang lawan 20 September.
Kompetisi libur tiga pekan dulu karena ada jeda internasional sebelum dimulai lagi 10 Oktober saat bertemu Totttenham Hotspur. Itulah mengapa Carrick harus pintar-pintar meracik skuad sambil menjaga kebugaran para pemainnya.
Ada potensi para pemain seperti Andrey Santos, Leny Yoro, Ayden Heaven, Mason Mount, Benjamin Sesko, Shea Lacey, dan Karl Darlow akan dimainkan lawan Brighton.
""Kami harus memutuskan itu memang (rotasi skuad). Saya rasa kami sudah melakukan pergantian itu pekan kemarin setelah main di Liga Champions dan kami juga sedkit melakukan perubahan saat laga berjalan. Itulah keputusannya,"" ujar Carrick seperti dikutip ESPN.
""Sangat penting bagi kami untuk menang dan penting juga menjaga kondisi skuad, membuat para pemain bisa mencapai performa terbaiknya, fit, dan bermain semuanya. Tapi kami pastinya ingin menang di laga hari Rabu ini.""
| Baca juga: Manchester United Masih Percaya Carrick | 
(mrp/raw)",sport
64,"Max Dowman mencetak dua gol untuk membawa Arsenal menang 4-2 di markas Ipswich Town. Mikel Arteta memuji penampilan bocah 16 tahun itu.
Dowman gol pembuka dan gol ketiga Arsenal di markas Portman Road, Rabu (16/9/2026) dini hari WIB. The Gunners pun lanjut ke babak keempat Carabao Cup atau Piala Liga Inggris.
Dua gol itu tercipta lewat pergerakan berani, dengan Dowman merangsek dan ditutup penyelesaian yang tenang. Manajer Arsenal Mikel Arteta puas dengan pertunjukan talenta Dowman, sembari menjelaskan kenapa pemainnya itu belum banyak terlibat di pertandingan.
Laga malam tadi adalah penampilan pertamanya musim ini. Musim lalu ia bermain 11 kali di semua ajang, dengan menit yang masih amat terbatas (310 menit).
""Max itu brilian. Beberapa aksinya membuat perbedaan dan luar biasa. Kami tahu talentanya dan kami harus menjaganya. Lingkungan di sekitarnya itu sangat bagus, jadi selangkah demi selangkah,"" ujar Arteta kepada Sky Sports.
""Dia baru 16 tahun dan kami harus berhati-hati. Kami tak ingin menghentikannya, tapi kami harus mengembangkannya. Kami sepenuhnya sadar dengan apa yang dibutuhkannya dan dia akan punya kesempatan penuh untuk bermain.""
(raw/bay)",sport
65,"Ketua Badan Wasit Profesional Liga Inggris (Pro Ref) Howard Webb menjelaskan terjadinya keputusan keliru gol Erling Haaland. Seharusnya gol ini tak sah.
Laga derby Manchester antara Manchester United vs Manchester City akhir pekan lalu diwarnai dua kontroversi besar. Pertama seputar kartu merah Phil Foden dan kedua adalah gol Erling Haaland.
Pada kejadian pertama, perdebatan berkisar pada apakah Bruno Fernandes seharusnya dikartu merah juga karena jadi pemicu, atau apakah kartu merah Foden berlebihan. Ini pada prosesnya agak tertutupi oleh kejadian kedua, yang memang lebih fatal dan berdampak langsung pada hasil.
Gol Haaland itu diakui badan wasit telah keliru disahkan VAR. Meski Haaland memang berada dalam posisi onside, tapi para petugas VAR kurang jeli mempertimbangkan Enzo Fernandez.
Gelandang Man City itu jelas-jelas dalam posisi offside dan mencoba menyambut bola, meski tak berhasil menyentuhnya. Dalam aturan sepakbola internasional, offside memang bisa terjadi tanpa harus berkontak langsung dengan bola.
Selama ada intensi untuk menyambut bola, maka itu dianggap mengganggu alur permainan. Dalam kasus gol Haaland, Fernandez sudah menyita perhatian bek MU Lisandro Martinez dan kiper Senne Lammens, sehingga Haaland lebih leluasa.
Howard Webb mengakui anak buahnya lalai menganalisis dampak Fernandez secara penuh.
""Keputusan di lapangan itu bukan terhadap Fernandez, melainkan Haaland. Ketika VAR memulai pengecekan, mereka melihat Haaland sebenarnya onside dengan selisih tiga sentimeter,"" ujarnya di Sky Sports.
""VAR menjadi sangat fokus ke Haaland. Dia memastikan ia (Haaland) onside, tapi ketika menjalankan pengecekan melalui APP (attacking possession phase), dia tak benar-benar mengevaluasi dampak penuh Fernandez.""
""Pada momen itu, pandangannya menyempit karena fokus Haaland, tapi anggota timnya bertugas menariknya keluar dari sudut pandang itu. Cuma sayangnya, itu tak terjadi dalam kesempatan ini. Gol ini seharusnya dianulir.""
(raw/bay)",sport
66,"Awal musim ini tak berjalan semulus yang diharapkan Manchester United. Legenda MU Paul Scholes mengingatkan perjalanan mereka memang masih panjang.
MU mengawali Premier League musim ini dengan hasil campur aduk. Satu kemenangan, satu hasil seri, dan dua kekalahan sudah melemparkan mereka ke posisi 13 klasemen Liga Inggris.
Kekalahan dari Manchester City akhir pekan lalu turut mengumbar sebuah persoalan. MU tak mampu berbuat cukup banyak meski unggul jumlah pemain sejak menit ke-23.
| Baca juga: Manchester United Masih Percaya Carrick | 
Tujuh gol dibuat sejauh ini, tujuh gol pula masuk ke gawang sendiri. Scholes mengingatkan seharusnya hal ini tak terlalu mengejutkan, mengingat proyek membangun tim ini masih jauh dari kata selesai.
Setelah menambal lini depan pada tahun lalu, tahun ini fokusnya ke memperkuat lini tengah. Ia percaya pertahanan baru dapat giliran tahun depan, itu pun dengan catatan sektor lain masih belum benar-benar terpoles sempurna.
""Saya rasa mereka melakukannya per seksi, itu yang terlihat. Mereka membereskan lini serang tahun lalu dan bagian itu tampak oke. Mereka mungkin masih butuh penyerang top, saya tak yakin seberapa yakin mereka dengan Sesko meski saya sudah merasa dia membaik,"" kata Scholes dikutip Metro.
""Tampaknya mereka menggarap lini tengah tahun ini dan rasanya pertahanan akan dilakukan tahun depan. Pada saat ini, secara pertahanan, mereka akan selalu kebobolan dengan tim itu.""
""Lalu tim juara Premier League mana yang Anda lihat tak punya kiper top? Lammens mungkin saja jadi sosok itu, entahlah, saya rasa itu belum bisa dipastikan. Setelah itu, baru Anda membangun dari lini pertahanan.""
""Bagaimana Arsenal memulai 3-4 tahun lalu, secara pertahanan mereka sudah sangat brilian. Anda butuh kiper kelas dunia juga. Anda ingat Liverpool dengan Alisson, tim-tim City dengan kipernya, Raya di Arsenal. Juga Man United dengan Peter Schmeichel dan Edwin van der Sar.""
(raw/mrp)",sport
67,"Tottenham Hotspur kalah 1-3 dari tuan rumah Liverpool di babak ketiga Carabao Cup. Terakhir Spurs menang di Anfield, sudah lama banget, Modric masih main!
Liverpool vs Tottenham Hotspur tersaji di Anfield pada babak ketiga Carabao Cup, Rabu (16/9) dini hari WIB. The Reds menang 3-1.
Gol-gol tuan rumah dicetak oleh Mac Allister, Gakpo, dan Szoboszlai. Gallagher sempat memperkecil ketertinggalan.
Dilansir dari BBC, Tottenham Hotspur menambah panjang catatan nggak pernah menang di Anfield. Terakhir Tottenham menang adalah pada 15 Mei 2011!
Ketika itu, Tottenham menang 2-0 lewat gol Rafael van der Vaart dan Luka Modric. Manajernya adalah Harry Redknapp.
Modric sempat memperkuat Tottenham pada 2008 sampai 2012, kemudian dirinya pindah ke Real Madrid.
| Baca juga: Gol Gallagher Sempat Bikin Liverpool Panik | 
Setelah itu, Tottenham Hotspur tidak pernah menang di kandang Liverpool. Dari 17 pertemuan di seluruh kompetisi, Tottenham kalah 12 kali dan lima kali imbang.
Sudah 15 tahun Anfield begitu angker buat Spurs.
(aff/pur)",sport
68,"Cesc Fabregas berharap bek yang ada di Como bisa turut mencetak gol. Dia berkaca dari kesuksesan Arsenal.
Como menjamu Parma di Giuseppe Sinigaglia dalam lanjutan Liga Italia, Senin (14/9/2026) dini hari WIB. Como menang dengan skor 2-1.
Seluruh gol Como dicetak oleh pemain yang berposisi bek, yakni Jacob Ramon dan Kaiki Bruno. Fabregas menilai sepakbola terus berkembang dan berharap pemain belakang juga punya kemampuan mencetak gol.
Fabregas menjadikan Arsenal sebagai contoh. Meriam London punya banyak pemain bertahan yang bisa membobol gawang, seperti halnya Riccardo Calafiori, Gabriel Magalhaes, dan Jurrien Timber.
| Baca juga: Inter dan Como Saingan Utama Roma di Serie A | 
""Dalam sepakbola modern, sangat penting untuk memiliki pemain bertahan yang mencetak gol. Arsenal memenangkan Premier League sebagian besar berkat gol dari pemain bertahan dan dari bola mati. Jika kami menambahkan itu ke kemampuan kami, maka itu akan menjadi keuntungan,"" kata Fabregas.
Kaiki merupakan pemain anyar Como di musim panas 2026. Dia diboyong dari Cruzeiro dan sudah pernah satu kali memperkuat Timnas Brasil senior.
""Dia sudah pernah bermain untuk tim nasional Brasil, jadi dia memiliki kualitas yang sangat bagus dan akan sangat membantu kami. Dia juga sangat menikmati tugasnya dalam bertahan, dan itu terlihat hari ini. Secara perlahan, dia akan semakin beradaptasi dan memberikan apa yang kami harapkan darinya,"" Fabregas menjelaskan.
(ran/pur)",sport
69,"Pelatih Inter Milan,Cristian Chivu, sempat ketar-ketir karena timnya tertinggal dua gol lawan Udinese. Chivu tapi akhirnya lega karena Inter bisa comeback.
Inter meraih kemenangan 5-3 atas Udinese di Guiseppe Meazza pada laga lanjutan Serie A, Selasa (15/92026). Si Ular sempat tertinggal dua gol di awal laga. Dua gol Zebra Kecil lahir dari James Abankwah di menit ke-9 dan Juergen Ekkelenkamp di menit ke-16.
Inter bangkit menyetarakan angka dari gol indah Carlo Augusto di menit ke-26 dan Nicolo Barella di menit ke-35.La Beneamata bikin tiga gol selepas jeda untuk balik memimpin.
Tiga gol Nerazzurri di babak kedua dibuat oleh Marcus Thuram menit ke-57, Pio Esposito menit ke-67, dan Ange-Yoan Bonny pada menit ke-79. Udinese hanya bisa menipiskan ketinggalan di menit akhir laga dari gol Idrissa Gueye.
Kemenangan ini membawa Inter ke peringkat kedua dengan 12 angka. Poin mereka sama AS Roma di puncak klasemen tapi kalah selisih gol.
Pelatih Inter, Cristian Chivu, mengaku sempat ketar-ketir karena timnya harus tertinggal dengan cepat. Apalagi, Udinese juga berani meladeni permainan terbuka Si Ular.
Chivu harus mengambil risiko untuk bermain lebih menyerang. Keputusan Chivu berbuah jitu dengan Nerazzurri bisa comeback. Meski menang, ia menilai anak asuhannya masih banyak kelemahan yang harus diperbaiki.
""Jika saya tidak bilang saya khawatir, berarti saya bukan pelatih. Ini adalah sepak bola modern; intensitasnya sangat tinggi, lawan berani meladeni permainan kami, dan saya menyukai gaya bermain seperti ini, meskipun itu berarti harus mengambil risiko,"" ujar Chivu dikutip dari Football Italia.
""Saya sangat menyukai gol penyama kedudukan menjadi 2-2 yang bermula dari keberhasilan merebut kembali bola dengan cepat. Kami tidak sempurna; kami sadar masih banyak pekerjaan yang harus dilakukan dan ada aspek-aspek yang perlu kami perbaiki,"" jelasnya.
| Baca juga: Inter dan Como Saingan Utama Roma di Serie A | 
(pur/ran)",sport
70,"Juventus kalah dari Sassulo lewat gol di menit akhir. Gaya bertahan Bianconeri saat kejebolan jadi pembahasan di media sosial.
Juventus pulang dari Mapei Stadium, Senin (14/9) dini hari WIB tanpa poin. Si Nyonya Tua kalah 2-3 oleh Jay Idzes dkk.
Gol Vasilie Adzic memastikan Juventus tumbang. Sepakan pemain yang sedianya tengah dipinjamkan ke Sassuolo itu malah membuat Juventus tumbang.
Netizen kemudian menyoroti bagaimana gol bisa tercipta. Di menit ke-94, aksi bertahan Juventus dinilai terlalu lemah.
Serangan balik Sassulo dinilai harusnya mudah diredam. Douglas Luiz, yang menjaganya, juga dinilai terlalu lemah mengantisipasi pertahanan Juventus.
Sorotan itu membuat tudingan pengaturan skor merebak di media sosial. Banyak yang menganggap gaya bertahan Juventus sangat lemah dan terkesan 'membiarkan' gawangnya dibobol.
Perdebatan kemudian muncul. Beberapa setuju dengan tudingan tersebut, namun tak sedikit pula yang menyebut pemain Juventus cuma kelelahan.
""Saya tak tahu apakah ini diatur, tapi bek meninggalkan ruang agar tembakan dilepaskan,"" cuit netizen.
""Ini pertandingan yang diatur, tak perlu dijelaskan lagi,"" timpal netizen lain.
""Dari gerak tubuhnya, itu sepertinya pemain kelelahan,"" bela netizen lain.
""Juventus berusaha bangkit di pertandingan ini. Saya yakin mereka cuma sangat kelelahan di akhir pertandingan,"" komentar netizen lain.
Pelatih Luciano Spalletti juga menyoroti kekalahan Juventus. Ia menyadari timnya membiarkan banyak ruang terbuka, yang bisa dimaksimalkan Sassuolo.
""Dua gol kebobolan kami terjadi karena kami kehilangan keseimbangan, tetapi hal itu disebabkan oleh keinginan kami untuk membalikkan keadaan dalam pertandingan yang telah menjadi rumit-dan kami memang pantas untuk membalikkan keadaan itu,"" kata Spalletti, melansir Goal.
""Memang benar Juve tidak boleh membiarkan lapangan terbuka seperti yang mereka lakukan, tetapi mereka melakukannya demi memenangkan pertandingan, dan peluang itu memang ada.""
""Pilihan yang mudah adalah tetap menjaga keseimbangan dan menghindari kekalahan; mencoba untuk menang, seperti yang kami lakukan, adalah jalan yang lebih sulit, tetapi itu adalah pendekatan yang saya hargai. Kami gagal menyelesaikan serangan dan akhirnya kalah dalam pertandingan yang menyakitkan dan harus dibayar dengan harga yang mahal,"" katanya.
Hasil itu jadi kekalahan pertama Juventus di Serie A musim ini, dan sementara tertahan di peringkat 8 klasemen Liga Italia dengan 7 poin. Sassulo di bawahnya dengan raihan poin yang sama.
| Baca juga: Juventus Berniat Menyerang Malah Tumbang | 
(yna/krs)",sport
71,"Como memetik kemenangan atas Parma dalam laga lanjutan Liga Italia. I Lariani sedang menjalani awal musim terbaik di Serie A.
Dalam pertandingan di Stadion Giuseppe Sinigaglia, Senin (14/9/2026), Como memetik kemenangan 2-1 atas Parma. Dalam laga itu, gol dari Jacobo Ramon dan Kaiki Bruno menjadi penentu kemenangan tim tuan rumah.
Parma sekali mencetak gol dengan aksi David Romero. Gol hiburan Gialloblu itu dikemas pada masa injury time.
Dalam data yang dirilis Opta, Como sedang menjalani awal musim terbaiknya. Tim asuhan Cesc Fabregas memenangkan tiga dari empat pertandingan pertama mereka di Serie A musim ini untuk pertama kalinya sejak musim 1951/52 (3 menang, 1 kalah).
Como memetik hasil imbang dalam satu laga lainnya saat berhadapan dengan Udinese. Saat ini, Como ada di posisi ketiga klasemen Liga Italia dengan raihan 10 poin.
Como mencatatkan rekor lain. Dengan kemenangan 1-0 atas Parma pada bulan Mei lalu, Como sukses meraih dua kemenangan kandang secara beruntun. Como mencatatkan kemenangan beruntun atas Parma di dua divisi teratas sepakbola Italia untuk pertama kalinya sejak tahun 1974.
Selain itu, Como berhasil mencetak gol melalui dua pemain bertahan dalam pertandingan Serie A yang sama untuk kedua kalinya di era tiga poin untuk satu kemenangan (sejak 1994/95), yang pertama sejak 29 Oktober 2025 melalui gol dari Stefan Posch dan Mergim Vojvoda saat laga kandang melawan Hellas Verona.
Como akan melanjutkan petualangan di Serie A, Minggu (20/9/2026). Laga itu akan berlangsung di Stadion Stirpe, Frosinone. Como mempunyai peluang besar untuk melanjutkan laju bagus itu.
| Baca juga: Inter dan Como Saingan Utama Roma di Serie A | 
(cas/aff)",sport
72,"Goncalo Ramos mengaku tak terbebani jadi pemain termahal dalam sejarah AC Milan. Ramos belum eksplosif di awal musim ini.
Milan rela menggelontorkan 74 juta euro (Rp 1,5 triliun) untuk memboyong Ramos dari Paris St. Germain di bursa musim panas lalu. Namun, striker berusia 25 tahun itu baru menyumbang satu gol dalam empat pertandingan Liga Italia.
| Baca juga: Lazio Vs Milan: Dua Wajah Rossoneri | 
Sebanyak 14 percobaan dilepaskan pemain internasional Portugal itu, yang mana rata-ratanya 3,5 percobaan per penampilan. Bagaimanapun, performa Goncalo Ramos bisa dibilang belum memenuhi ekspektasi menyusul harga transfernya.
Kesempatan Goncalo Ramos untuk menambah golnya datang saat Milan menjamu mantan klubnya, Benfica, di Liga Europa tengah pekan ini. Ramos menegaskan, tekanan yang dia punya hanyalah mengantar Milan meraih trofi di akhir musim.
""Aku tidak tertekan dengan menjadi pemain termahal dalam sejarah AC Milan,"" cetus Ramos kepada UEFA TV. ""Memang ada tekanan karena aku mewakili sebuah klub besar, dengan keharusan juara dan mengangkat trofi.""
""Kurasa tidak ada tekanan yang lebih besar lagi daripada itu. Tidak ada waktu memikirkan tentang siapa pemain termahal atau biaya ini atau itu; apa yang penting adalah menang di setiap pekan.""
""Di akhir musim, apa yang kami maupun fans akan ingat apakah kami menang atau tidak, apakah kami jadi juara atau tidak, apakah kami menjalani musim dengan baik atau tidak. Kurasa itu adalah hal yang terpenting,"" lugas Goncalo Ramos.
(rin/krs)",sport
73,"Inter Milan sedang rentan kebobolan gol cepat. Inter dituntut memperbaiki fokusnya jelang laga tandang di markas AS Roma, akhir pekan ini.
Inter kemasukan dua gol dalam 16 menit pertama meski akhirnya mengalahkan Udinese 5-3 pada Selasa (15/9) dinihari WIB. Ini adalah kedua kalinya berturut-turut Nerazzurri kebobolan gol cepat.
Di pertandingan sebelumnya di Liga Champions, Inter kebobolan gol Kylian Mbappe pada menit ke-14. Akhirnya, Inter tumbang 1-2 di markas Real Madrid.
Inter Milan mesti cepat-cepat memperbaiki konsentrasinya jelang menantang pemimpin klasemen Liga Italia, Roma, pada Sabtu (19/9). Giallorossi sedang onfire karena masih 100 persen dan hanya kebobolan satu gol saja dalam empat pertandingan pertamanya.
""Kami perlu meningkatkan konsentrasi kami, dan kami perlu kebobolan lebih sedikit,"" cetus pemain tengah Inter Piotr Zielinski usai mengalahkan Udinese.
""Pastinya kami perlu memulai permainan dengan lebih baik daripada malam ini. Kami harus langsung fokus sejak awal karena kami punya kualitas yang besar, dan kami akan menghadapi sebuah tim yang sedang dalam performa bagus,"" lanjut dia kepada Inter TV.
""Pertandingan nanti tidak akan mudah, tapi Hari Sabtu nanti akan jadi sebuah pertandingan yang hebat, dan kami akan melakukan segalanya untuk meraih kemenangan,"" cetus Zielinski menatap lawatan Inter Milan ke markas Roma.
(rin/aff)",sport
74,"Jay Idzes mengalami cedera saat Sassuolo mengalahkan Juventus di Serie A. Tanpa kapten Timnas Indonesia itu, pertahanan I Neroverdi dinilai rentan.
Sassuolo menang dramatis atas Juventus di Mapei Stadium, Senin (14/9) dini hari WIB. Gol di menit akhir memastikan pasukan Alberto Aquilani mengatasi Bianconeri 3-2.
| Baca juga: Duh! Jay Idzes Cedera | 
Di laga itu, Jay Idzes bermai jadi starter. Bek berusia 26 tahun itu tampil selama 80 menit, sebelum meminta diganti.
Idzes tampak mengalami masalah pada ototnya, kemudian mengangkat tangannya meminta diganti. Alhasil, bek kelahiran Belanda itu langsung ditarik keluar.
Usai Jay Idzes keluar, pertahanan Sassuolo jadi rentan. Itu terbukti dengan gawangnya bobol dua kali oleh Edon Zhegrova pada menit ke-82 dan 89.
Media lokal Sassuolonews.net menilai, Sassuolo memang terpengaruh dengan ditariknya Idzes. Kehilangan bek yang didatangkan dari Venezia itu bikin pertahanannya lemah.
""Setelahnya (Idzes keluar), angin mulai bertiup kencang. Tentu saja, hal itu bukan hanya akibat pergantian pemainnya. Juventus semakin meningkatkan tekanan serangan, pertandingan telah memasuki fase paling gila, dan di menit-menit terakhir, skema permainan telah berganti menjadi upaya bertahan,"" tulis media tersebut.
""Namun, fakta yang terlihat tetap ada: tanpa Idzes, Sassuolo telah kehilangan bagian penting dari kepastian pertahanannya,"" lanjut penjelasan Sassuolonews.net.
Musim ini, Jay Idzes sudah dimainkan tiga kali. Dua di antaranya jadi starter untuk Sassuolo, memperlihatkan bahwa ia menjadi andalan Alberto Aquilani sejauh ini.
Selanjutnya, Sassuolo akan melawan Monza di Serie A. Jay Idzes diharapkan membaik agar bisa menggalang pertahanan lagi di belakang.
""Namun, di lini belakang, mereka sekali lagi menyadari betapa pentingnya peran Jay Idzes. Kemenangan 3-2 ini tentu bisa membuat mereka tersenyum. Aquilani mungkin sedikit kurang senang,"" tulis Sassuolonews.net.
(yna/cas)",sport
75,"Heboh rumor Bayer Leverkusen mau rekrut Karim Benzema. Pihak klub langsung menepisnya.
Dilansir dari BILD, Karim Benzema sudah putus kontrak dengan Al Hilal di musim panas ini. Sang striker belum mau gantung sepatu.
| Baca juga: Benzema Resmi Tinggalkan Al Hilal | 
Muncul rumor, Bayer Leverkusen mau rekrut Karim Benzema. Meski sudah berusia 38 tahun, Benzema diyakini masih bisa bersaing di tanah Eropa.
Ditambah Benzema kabarnya sudah jalani kontak dengan dua pemain Leverkusen, yakni Moussa Diaby dan Lucas Vazquez. Diaby asal Prancis dekat dengan Benzema, sementara Vazquez adalah rekannya di Real Madrid dulu.
| Baca juga: Karim Benzema 'Terjebak' di Arab Saudi | 
Rumor tersebut langsung dibantah oleh Direktur olahraga Leverkusen, Simon Rolfes. Rolfes sebut skuadnya sudah lengkap!
""Skuad kami sudah lengkap,"" tegasnya.
Leverkusen sudah memiliki kedalaman skuad yang mumpuni di lini serang. Ada Patrik Schick, Christian Kofane, serta Victor Boniface yang sedang dalam masa pemulihan.
Sementara Karim Benzema, masih terikat kontrak dengan Liga Arab Saudi sebagai brand ambassador dengan jangka waktu sampai tahun 2030.
(aff/cas)",sport
76,"Lini depan yang malas membantu pertahanan dianggap masih jadi kelemahan Real Madrid. Situasi ini bikin bikin El Real tak stabil dalam bertahan.
Real Madrid memulai musim ini dengan cukup meyakinkan bersama pelatih anyar Jose Mourinho. El Real berada di peringkat kedua klasemen dengan raihan 12 angka.
Madrid tertinggal tiga angka dari Barcelona di puncak klasemen. Sang juara bertahan masih sempurna di lima laga.
Madrid empat kali menang dan sekali kalah. Satu-satunya kekalahan Los Blancos terjadi di pekan keempat saat tumbang 0-1 di markas Real Betis.
| Baca juga: Mourinho: Arda Guler Pemain yang Fantastis | 
Setelah kekalahan tersebut, Madrid langsung bangkit di pekan kelima akhir pekan lalu. Madrid membantai Rayo Vallecano 4-1 di Santiago Bernabeu.
Mantan kiper Timnas Spanyol,Santiago Canizares, merasa Madrid masih punya kelemahan walau menang besar atas Rayo. Kelemahan tersebut adalah lini depan Madrid malas melakukan pressing.
Hal tersebut bisa mengganggu kestabilan Madrid dalam bertahan. Pasalnya, para gelandang harus bekerja keras menutup ruang-ruang terbuka akibat para penyerang tak melakukan pressing.
Dua pemain Madrid di lini depan, Vinicius Jr dan Kylian Mbappe memang banyak dikritik karena kerap kali ogah membantu pertahanan.
'Saat tidak menguasai bola, kinerja para penyerang mereka sangat buruk. Sikap itu menular. Pemain yang satu melihat pemain lainnya, lalu berpikir, 'Ah, kalau dia saja tidak bergerak, ya saya juga tidak perlu bergerak'.
""Tim pun jadi kacau; para gelandang terpaksa turun ke belakang untuk membantu pertahanan, sehingga tim lawan mana pun bisa menciptakan peluang saat menghadapi Real Madrid,"" ujar Canizares dikutip dari Sportskeeda.
""Situasi ini tidak kompetitif dan harus segera dibenahi. Jika hal itu tidak dilakukan secara konsisten sepanjang musim, maka saat tiba waktunya Anda benar-benar harus melakukannya, Anda mungkin tidak akan bisa menjalankannya dengan tepat,"" pungkasnya.
(pur/ran)",sport
77,"Barcelona sedang melaju sempurna di awal musim 2026/2027. Anthony Gordon pun memperingatkan para rival bahwa Blaugrana kini punya begitu banyak opsi untuk membongkar pertahanan lawan.
Barcelona menyapu bersih lima pertandingan pertama La Liga musim ini. Terbaru, tim asuhan Hansi Flick menang 4-2 atas Levante pada akhir pekan lalu.
Hasil itu membuat Barcelona kukuh di puncak klasemen dengan 15 poin dari lima laga. Mereka juga sudah mencetak 21 gol. Salah satu pemain yang ikut menjadi bagian dari lini serang baru Barcelona adalah Gordon.
Winger asal Inggris itu menilai kekuatan utama Barcelona bukan hanya terletak pada satu atau dua pemain. Menurutnya, Blaugrana punya karakter pemain yang berbeda-beda sehingga bisa menemukan cara untuk membongkar pertahanan lawan dalam berbagai situasi.
""Saya sangat senang, kami tahu apa yang mampu kami lakukan. Saya pikir akan sangat sulit untuk mencegah kami mencetak gol,"" kata Gordon kepada media klub, seperti dikutip Goal.
""Saya pikir kualitas utama tim ini adalah kami bisa menemukan solusi dalam setiap situasi pertandingan. Jadi apa pun yang dilakukan tim lawan, saya pikir kami bisa menemukan solusinya.""
Barcelona Punya Banyak Cara Menyerang
Gordon menilai kedalaman skuad Barcelona menjadi senjata penting musim ini. Blaugrana memang kehilangan sejumlah pemain penting, termasuk Ferran Torres, Marcus Rashford dan Robert Lewandowski.
Namun, Barcelona juga mendatangkan sejumlah pemain baru seperti Gordon, Karim Adeyemi, Gabriel Jesus dan Rodri. Hansi Flick kini memiliki lebih banyak pilihan untuk menyesuaikan permainan dengan lawan yang dihadapi.
""Saya tahu beberapa pemain hebat seperti Ferran, Rashford atau Lewandowski pergi, tetapi pemain-pemain bagus juga didatangkan. Dan sekarang kami benar-benar merasa seperti sebuah tim,"" ujar Gordon.
Gordon kemudian menjelaskan betapa beragamnya karakter pemain yang dimiliki Barcelona, yang juga menjadi kunci tajamnya klub Catalan tersebut.
""Kami punya karakter yang berbeda. Kami punya dua pemain nomor 10, Fermín dan Dani Olmo, yang benar-benar berbeda. Lamine bisa bermain di posisi mana pun, Raphinha punya profil yang berbeda. Karim dan saya. Kami juga punya beberapa gelandang tengah dengan karakter berbeda. Kami bisa membongkar pertahanan mana pun.""
""Seperti yang saya katakan, gol bisa datang dari mana saja. Xavi Espart, bek kiri, mencetak gol beberapa hari lalu. Jauh lebih berbahaya memiliki tim seperti itu,"" tuturnya.
(krs/yna)",sport
